City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
483,Upata,VE,8.0086,-62.3989,81.0,79,64,7.0,light rain
484,Yining,CN,29.0361,114.5636,44.6,89,0,1.54,clear sky
485,Bacolod,PH,10.6667,122.95,77.27,80,100,2.24,overcast clouds
486,Malindi,KE,-3.2175,40.1191,77.76,87,52,11.07,broken clouds
487,Yoichi,JP,43.2039,140.7703,10.0,84,1,5.66,clear sky
488,Sibolga,ID,1.7427,98.7792,77.14,78,96,3.42,overcast clouds
489,Ocos,GT,14.5094,-92.1933,87.8,55,40,7.78,scattered clouds
490,Hasselt,BE,50.9311,5.3378,39.99,86,100,4.14,light rain
491,Broome,US,42.2506,-75.833,21.99,73,90,13.8,light snow
492,Qaqortoq,GL,60.7167,-46.0333,28.4,34,1,20.71,clear sky
493,Cartagena,CO,10.3997,-75.5144,86.0,66,40,10.36,scattered clouds
494,Grindavik,IS,63.8424,-22.4338,30.2,74,75,24.16,broken clouds
495,Nhulunbuy,AU,-12.2333,136.7667,77.0,100,75,5.75,broken clouds
496,Cross Lanes,US,38.4204,-81.7907,32.0,46,1,5.3,clear sky
497,Eravur,LK,7.7733,81.6095,75.99,79,27,6.33,scattered clouds
498,Muravlenko,RU,63.7898,74.523,-45.44,78,18,9.57,few clouds
499,Nautla,MX,20.2167,-96.7833,78.37,76,82,5.17,broken clouds
500,Dolores,AR,-36.3132,-57.6792,94.42,33,0,14.83,clear sky
501,Aguililla,MX,18.7333,-102.7333,84.94,34,18,3.42,few clouds
502,Quesnel,CA,52.9999,-122.5029,10.4,92,90,10.36,light snow
503,Port Blair,IN,11.6667,92.75,76.86,66,9,7.54,clear sky
504,Le Port,RE,-20.9373,55.2919,78.8,69,90,6.91,overcast clouds
505,Juneau,US,58.3019,-134.4197,34.0,86,90,8.05,mist
506,Merauke,ID,-8.4667,140.3333,78.04,90,86,8.43,overcast clouds
507,Rio Gallegos,AR,-51.6226,-69.2181,66.2,22,75,8.05,broken clouds
508,Sulam,IL,32.6061,35.3341,57.2,28,0,8.05,clear sky
509,Thiadiaye,SN,14.4205,-16.7056,93.2,20,100,4.61,overcast clouds
510,Khandyga,RU,62.6667,135.6,-45.72,78,100,1.74,overcast clouds
511,Tiarei,PF,-17.5333,-149.3333,84.2,70,20,2.3,few clouds
512,Dawlatabad,AF,36.4141,64.9053,29.7,90,0,6.33,clear sky
513,Monrovia,LR,6.3005,-10.7969,86.0,74,75,5.75,haze
514,Kihei,US,20.785,-156.4656,73.4,68,40,21.85,scattered clouds
515,Bogo,PH,11.0517,124.0055,77.49,82,100,1.19,overcast clouds
516,Coos Bay,US,43.3665,-124.2179,42.01,87,1,5.75,clear sky
517,Front Royal,US,38.9182,-78.1944,33.01,37,1,10.36,clear sky
518,Garowe,SO,8.4054,48.4845,71.04,52,67,17.25,broken clouds
519,Parana,AR,-31.732,-60.5238,97.0,37,54,1.01,broken clouds
520,Barra De Sao Francisco,BR,-18.755,-40.8908,83.55,57,61,9.06,light rain
521,Qitaihe,CN,45.8,130.85,7.66,90,0,3.04,clear sky
522,Gerede,TR,40.8008,32.1969,24.01,93,59,6.93,broken clouds
523,Mariental,NA,-24.6333,17.9667,91.4,20,57,9.57,broken clouds
524,Inhambane,MZ,-23.865,35.3833,82.4,89,75,16.11,moderate rain
525,Emba,KZ,48.8264,58.1442,6.35,92,96,5.35,overcast clouds
526,Atar,MR,20.5169,-13.0499,82.38,12,17,10.87,few clouds
527,Ranong,TH,9.9658,98.6348,72.57,83,3,2.42,clear sky
528,Ayr,GB,55.4627,-4.6339,35.6,69,20,5.75,light snow
529,Berdigestyakh,RU,62.0989,126.6992,-54.63,66,72,4.41,broken clouds
530,Ginir,ET,7.1333,40.7,60.44,52,95,1.83,overcast clouds
531,Lasa,IT,46.6166,10.7002,39.0,87,40,1.14,scattered clouds
532,Bagdarin,RU,54.4333,113.6,0.07,86,99,2.68,overcast clouds
533,Grong,NO,64.4654,12.3149,13.42,93,100,6.82,snow
534,Mvomero,TZ,-6.25,38.6667,82.4,74,20,11.5,few clouds
535,Dutlwe,BW,-23.9833,23.9,81.75,19,0,4.32,clear sky
536,Wasilla,US,61.5814,-149.4394,35.6,55,90,16.11,overcast clouds
537,Pointe-Noire,CG,-4.7761,11.8635,77.0,88,20,5.75,few clouds
538,Macae,BR,-22.3708,-41.7869,89.6,51,20,20.71,few clouds
539,Goundam,ML,16.4145,-3.6708,77.79,14,0,9.69,clear sky
540,Sychevka,RU,55.8252,34.2736,33.03,98,100,5.91,overcast clouds
541,Penzance,GB,50.1186,-5.5371,39.2,70,20,3.44,few clouds
542,Myitkyina,MM,25.3833,97.4,61.27,65,41,1.97,scattered clouds
543,Nang Rong,TH,14.6377,102.7914,80.01,59,0,1.68,clear sky
544,Senador Pompeu,BR,-5.5881,-39.3717,91.71,39,100,5.53,overcast clouds
545,Otjiwarongo,NA,-20.4637,16.6477,68.56,89,100,13.69,moderate rain
546,Aragarcas,BR,-15.8975,-52.2508,93.2,52,40,3.44,scattered clouds
547,Vicuna,CL,-30.0319,-70.7081,87.01,30,0,3.0,clear sky
548,Cervo,ES,43.6702,-7.4101,53.01,91,95,11.99,light rain
549,Svetlyy,RU,54.675,20.1347,37.4,93,90,11.18,mist
550,Kashi,CN,39.4547,75.9797,26.6,50,1,6.71,clear sky
551,Enshi,CN,30.3,109.4833,48.7,77,97,0.4,overcast clouds
552,Virginia Beach,US,36.8529,-75.978,42.01,45,40,4.0,scattered clouds
553,Soderhamn,SE,61.3037,17.0592,32.0,96,53,1.99,broken clouds
554,Wukari,NG,7.85,9.7833,83.71,15,68,4.83,broken clouds
555,Ewa Beach,US,21.3156,-158.0072,73.4,78,75,6.91,broken clouds
556,Bulungu,CD,-4.55,18.6,73.35,90,92,3.38,overcast clouds
557,Campoalegre,CO,2.6849,-75.3231,84.87,56,82,1.03,broken clouds
558,Nampula,MZ,-15.1165,39.2666,73.54,96,100,3.22,overcast clouds
559,Baykit,RU,61.67,96.37,-32.49,78,100,2.13,overcast clouds
560,Srednekolymsk,RU,67.45,153.6833,-29.52,84,100,8.43,overcast clouds
561,Cabo San Lucas,MX,22.8909,-109.9124,71.6,56,75,9.22,broken clouds
562,Novodugino,RU,55.6305,34.2842,32.7,98,100,5.64,overcast clouds
563,Liwale,TZ,-9.7667,37.9333,71.44,97,100,4.43,overcast clouds
564,Yantal,RU,56.8471,105.2542,-15.11,86,73,3.06,broken clouds
565,Koroni,GR,36.8,21.95,59.0,82,90,14.97,light rain
566,Bandarbeyla,SO,9.4942,50.8122,75.02,70,90,18.97,overcast clouds
567,Kattivakkam,IN,13.2167,80.3167,75.2,83,20,6.31,mist
568,Eidfjord,NO,60.4675,7.0719,15.01,89,93,1.01,overcast clouds
569,Ko Samui,TH,9.5357,99.9357,80.33,76,0,10.4,clear sky
570,Spasskoye,RU,44.6108,132.7969,9.66,90,0,6.35,clear sky
571,Torbay,CA,47.6666,-52.7314,25.0,86,90,19.57,overcast clouds
572,Pechenga,RU,69.5259,31.1703,10.4,79,90,19.57,light snow
573,Changde,CN,29.0464,111.6783,46.24,72,0,2.91,clear sky
574,Zhangzhou,CN,24.5133,117.6556,60.8,88,75,8.95,mist
575,Sorland,NO,67.667,12.6934,26.33,91,62,14.27,broken clouds
576,Kedrovyy,RU,56.1667,91.8167,3.2,85,40,5.21,light snow
577,Xuanhua,CN,40.6103,115.0447,25.34,84,30,0.49,scattered clouds
578,Bintulu,MY,3.1667,113.0333,77.0,100,20,2.3,few clouds
579,Nokaneng,BW,-19.6667,22.2667,75.88,47,98,6.17,overcast clouds
580,Eureka,US,40.8021,-124.1637,46.4,87,1,6.73,clear sky
581,Truth Or Consequences,US,33.1284,-107.2528,57.0,47,1,9.22,clear sky
582,Preobrazheniye,RU,42.9019,133.9064,20.86,82,0,5.21,clear sky
583,Avera,US,33.194,-82.5271,57.2,41,1,6.91,clear sky
584,Carutapera,BR,-1.195,-46.02,86.04,62,44,9.8,scattered clouds
585,Padampur,IN,29.6833,73.6167,52.34,45,0,6.42,clear sky
586,Gizo,SB,-8.103,156.8419,81.25,74,100,7.63,overcast clouds
587,Palmer,US,42.1584,-72.3287,27.0,49,9,3.0,clear sky
588,Kalmeshwar,IN,21.2333,78.9,68.0,56,0,1.32,haze
589,Teya,RU,60.3778,92.6267,-12.5,86,100,2.46,overcast clouds
590,Natal,BR,-5.795,-35.2094,86.0,66,75,20.71,broken clouds
591,Yinchuan,CN,38.4681,106.2731,29.93,78,83,5.37,broken clouds
592,Silver City,US,32.7701,-108.2803,48.2,61,40,4.61,scattered clouds
593,La Rioja,ES,42.25,-2.5,44.6,93,90,3.44,overcast clouds
594,Dzilam Gonzalez,MX,21.2833,-88.9333,85.69,47,8,4.61,clear sky
595,Stawell,AU,-37.05,142.7667,68.61,48,81,2.89,light rain
596,Antropovo,RU,58.3988,43.0066,23.29,99,100,3.6,overcast clouds
597,Forli,IT,44.2236,12.0528,46.0,93,20,6.91,few clouds
598,Ukiah,US,39.1502,-123.2078,42.01,100,90,2.59,fog
599,Campos Belos,BR,-13.0367,-46.7717,86.02,49,24,3.65,few clouds
600,Whitecourt,CA,54.1502,-115.6855,1.4,78,90,10.36,light snow
601,Shanghai,CN,31.2222,121.4581,44.01,87,90,6.71,mist
602,Baloda Bazar,IN,21.6667,82.1667,64.47,29,0,3.06,clear sky
603,Saint-Pierre,RE,-21.3393,55.4781,80.6,78,20,4.61,few clouds
604,Phitsanulok,TH,16.9167,100.5,70.65,45,0,4.0,clear sky
605,Ulladulla,AU,-35.35,150.4667,71.6,94,40,4.16,scattered clouds
606,Ixtapa,MX,20.7,-105.2,77.0,61,1,4.61,clear sky
607,Hami,CN,42.8,93.45,24.98,78,100,2.84,light snow
608,Jacareacanga,BR,-6.2222,-57.7528,91.09,53,88,2.89,light rain
609,Puerto Narino,CO,-3.7703,-70.3831,84.2,79,40,8.05,light rain
610,Camacha,PT,33.0833,-16.3333,64.4,82,40,5.75,scattered clouds
611,Ornskoldsvik,SE,63.2909,18.7153,19.4,93,90,8.05,overcast clouds
612,Road Town,VG,18.4167,-64.6167,84.2,61,20,6.91,few clouds
613,Vila,PT,42.0304,-8.1588,48.99,95,100,15.97,overcast clouds
614,Manavalakurichi,IN,8.1333,77.3,82.4,89,40,8.37,mist
615,Basoda,IN,23.85,77.9333,61.25,39,0,0.89,clear sky
616,Isiro,CD,2.7739,27.616,80.31,36,98,2.17,overcast clouds
617,Saint-Francois,FR,46.4154,3.9054,41.0,87,75,11.5,broken clouds
618,Duque De Caxias,BR,-22.7856,-43.3117,89.6,45,20,14.97,few clouds
619,Maltahohe,NA,-24.8333,16.9833,82.08,40,100,24.45,overcast clouds
620,Kontagora,NG,10.3999,5.4695,83.62,15,25,2.08,scattered clouds
621,Herat,AF,34.5,62.0,31.03,76,0,3.24,clear sky
622,Singaraja,ID,-8.112,115.0882,79.99,72,100,1.63,overcast clouds
623,Fort Nelson,CA,58.8053,-122.7002,-0.4,78,90,6.91,light snow
624,Smithers,CA,54.7804,-127.1743,5.0,85,75,4.61,broken clouds
625,Lavrentiya,RU,65.5833,-171.0,-1.28,87,71,5.95,broken clouds
626,Suntar,RU,62.1444,117.6319,-53.3,72,64,3.8,broken clouds
627,Sistranda,NO,63.7256,8.834,35.6,100,75,13.8,light rain
628,Pangani,TZ,-5.4333,38.9667,79.47,81,100,14.63,overcast clouds
629,Burns Lake,CA,54.2331,-125.7533,8.6,92,20,1.14,few clouds
630,Ingham,US,42.6,-84.3833,25.0,58,1,4.61,clear sky
631,Ivankiv,UA,50.9386,29.8943,32.0,100,9,6.71,mist
632,Amalapuram,IN,16.5833,82.0167,69.53,92,0,0.6,clear sky
633,Hay River,CA,60.8156,-115.7999,-22.0,76,28,3.44,scattered clouds
634,Nanakuli,US,21.3906,-158.1547,73.4,78,75,6.91,broken clouds
635,Santiago Del Estero,AR,-27.7951,-64.2615,100.0,30,16,1.99,few clouds
636,Klaksvik,FO,62.2266,-6.589,30.2,86,98,15.28,snow
637,Asau,RO,46.4333,26.4,37.0,67,98,4.43,overcast clouds
638,Tsiroanomandidy,MG,-18.7667,46.0333,74.68,80,98,1.5,light rain
639,Luanda,AO,-8.8368,13.2343,80.6,74,20,8.05,few clouds
640,Halifax,CA,44.6453,-63.5724,30.99,80,89,3.44,overcast clouds
641,Udachnyy,RU,66.4167,112.4,-41.24,79,92,2.64,overcast clouds
642,Sangar,RU,63.9242,127.4739,-55.84,63,83,5.06,broken clouds
643,Portmore,JM,17.9702,-76.8672,86.0,62,20,4.61,few clouds
644,Vangaindrano,MG,-23.35,47.6,77.88,90,22,1.19,moderate rain
645,Mpika,ZM,-11.8343,31.4529,64.33,96,100,3.96,moderate rain
646,Broken Hill,AU,-31.95,141.4333,84.2,12,95,10.36,overcast clouds
647,Djambala,CG,-2.5447,14.7533,70.41,92,99,4.07,light rain
648,Oranjestad,AW,12.524,-70.027,84.2,70,40,20.71,scattered clouds
649,Acapulco,MX,16.8634,-99.8901,84.2,70,90,9.22,overcast clouds
650,Emerald,AU,-23.5333,148.1667,71.6,73,14,5.75,few clouds
651,Bonney Lake,US,47.1771,-122.1865,34.0,100,1,1.45,light snow
652,Nushki,PK,29.5542,66.0215,36.86,60,1,3.36,clear sky
653,Zhongxing,CN,33.7039,118.6792,35.69,83,58,4.61,broken clouds
654,Sasolburg,ZA,-26.8136,27.817,76.3,28,18,5.93,few clouds
655,Gorontalo,ID,0.5412,123.0595,74.98,86,100,3.89,light rain
656,Lufilufi,WS,-13.8745,-171.5986,77.0,94,20,6.91,few clouds
657,Kupang,ID,-10.1667,123.5833,80.56,78,85,6.02,moderate rain
658,Marawi,PH,7.9986,124.2928,75.0,93,100,4.0,overcast clouds
659,Seoul,KR,37.5683,126.9778,39.2,75,0,2.3,clear sky
660,Richards Bay,ZA,-28.783,32.0377,80.37,78,0,14.27,clear sky
661,River Falls,US,44.8614,-92.6238,19.4,67,90,10.36,overcast clouds
662,Camacupa,AO,-12.0167,17.4833,64.54,95,96,5.77,overcast clouds
663,Ponazyrevo,RU,58.3578,46.3142,14.86,97,100,6.29,overcast clouds
664,Ratnagiri,IN,16.9833,73.3,75.81,76,28,7.25,scattered clouds
665,Guia Lopes Da Laguna,BR,-21.4578,-56.1142,84.27,73,55,4.23,light rain
666,Ritchie,ZA,-29.038,24.6028,75.2,57,40,12.66,scattered clouds
667,Antofagasta,CL,-23.65,-70.4,75.0,64,0,13.8,clear sky
668,Portland,US,45.5234,-122.6762,39.0,80,20,1.14,few clouds
669,Itamaraju,BR,-17.0392,-39.5311,81.61,63,69,7.09,light rain
670,Liuzhou,CN,24.3126,109.3892,61.12,61,2,4.09,clear sky
671,Saldanha,ZA,-33.0117,17.9442,69.8,73,30,16.11,scattered clouds
672,Folldal,NO,62.1325,9.9968,22.48,92,95,4.56,overcast clouds
673,Hornepayne,CA,49.2138,-84.7705,7.3,90,99,2.86,overcast clouds
674,Tel Aviv-Yafo,IL,32.0805,34.7805,55.0,54,0,3.44,clear sky
675,Brigantine,US,39.4101,-74.3646,34.0,34,1,23.02,clear sky
676,Ahipara,NZ,-35.1667,173.1667,61.14,83,7,7.65,clear sky
677,Nachingwea,TZ,-10.3833,38.7667,73.04,93,99,5.41,overcast clouds
678,Yaan,NG,7.3833,8.5667,86.31,14,81,5.23,broken clouds
679,Ajdabiya,LY,30.7554,20.2263,57.47,37,0,10.4,clear sky
680,Beidao,CN,34.5686,105.8933,37.0,81,95,1.95,overcast clouds
681,Binzhou,CN,37.3667,118.0167,32.0,76,5,5.91,clear sky
682,Iwanai,JP,42.9744,140.5089,15.28,93,9,5.3,clear sky
683,Vilcun,CL,-38.65,-72.2333,82.4,54,0,12.66,clear sky
684,Shush,IR,32.1942,48.2436,54.18,38,0,7.2,clear sky
685,Makakilo City,US,21.3469,-158.0858,73.4,78,75,6.91,broken clouds
686,Doha,QA,25.2867,51.5333,62.6,67,0,9.22,clear sky
687,Barinas,VE,8.6226,-70.2075,90.05,41,97,6.89,overcast clouds
688,Sisimiut,GL,66.9395,-53.6735,18.55,85,6,9.24,clear sky
689,Mazagao,BR,-0.115,-51.2894,89.6,66,75,4.61,broken clouds
690,Kardasova Recice,CZ,49.1848,14.8532,34.0,81,100,1.68,light snow
691,Gornopravdinsk,RU,60.05,69.9,-40.79,80,38,3.11,scattered clouds
692,Senador Jose Porfirio,BR,-2.5908,-51.9542,87.33,58,57,5.84,light rain
693,Missoula,US,47.0166,-113.8009,27.0,80,90,3.44,overcast clouds
694,Plettenberg Bay,ZA,-34.0527,23.3716,69.62,69,64,11.12,broken clouds
695,Nizhniy Baskunchak,RU,48.2198,46.8311,31.62,96,90,10.31,overcast clouds
696,Yulara,AU,-25.2406,130.9889,71.6,100,75,14.97,broken clouds
697,Causapscal,CA,48.3542,-67.227,18.0,65,48,13.09,scattered clouds
698,Kargopol,RU,61.5071,38.9456,33.37,98,100,7.76,light snow
699,Kirakira,SB,-10.4544,161.9205,79.79,76,94,6.2,overcast clouds
700,Havelock,US,34.8791,-76.9013,50.0,34,1,19.57,clear sky
701,Kainantu,PG,-6.2887,145.8655,59.83,95,100,3.27,overcast clouds
702,Buraydah,SA,26.326,43.975,53.6,32,40,6.91,scattered clouds
703,Wattegama,LK,6.7989,81.4808,77.0,94,1,10.36,clear sky
704,Paamiut,GL,61.994,-49.6678,22.08,81,0,6.87,clear sky
705,Igboho,NG,8.8333,3.75,84.45,14,77,4.36,broken clouds
706,Kempele,FI,64.9131,25.5034,24.8,93,90,10.36,snow
707,Aswan,EG,24.0934,32.907,64.74,27,0,10.63,clear sky
708,Moorhead,US,46.8739,-96.7676,23.0,93,90,16.11,snow
709,Evensk,RU,61.95,159.2333,-11.04,85,100,8.5,overcast clouds
710,Lakes Entrance,AU,-37.8811,147.981,60.01,93,16,5.91,few clouds
711,Quelimane,MZ,-17.8786,36.8883,82.4,74,75,9.22,broken clouds
712,Bogense,DK,55.5669,10.0886,37.99,93,100,9.22,overcast clouds
713,Saint-Augustin,CA,51.226,-58.6502,34.47,97,100,9.64,light rain
714,Susehri,TR,40.1644,38.0867,21.04,81,2,3.31,clear sky
715,Urambo,TZ,-5.0667,32.05,65.95,88,100,2.55,overcast clouds
716,Mendoza,AR,-32.8908,-68.8272,95.0,24,0,8.05,clear sky
717,Honningsvag,NO,70.9821,25.9704,22.89,92,100,36.08,overcast clouds
718,Tabou,CI,4.423,-7.3528,80.46,81,16,8.97,few clouds
719,Narsaq,GL,60.9167,-46.05,28.4,34,1,20.71,clear sky
720,Hobyo,SO,5.3505,48.5268,77.02,72,21,21.45,few clouds
721,Whitehorse,CA,60.7161,-135.0538,5.0,85,75,9.22,light snow
722,Ostrovnoy,RU,68.0531,39.5131,5.56,94,100,20.92,light snow
723,Kiunga,PG,-6.1219,141.2906,70.95,98,100,2.98,moderate rain
724,Dwarka,IN,22.2394,68.9678,68.97,74,0,12.12,clear sky
725,Mira,IT,45.4358,12.1348,43.0,100,75,5.75,broken clouds
